Date,Close,High,Low,Open,Volume,Daily_Change_%,Crash_Signal
2020-01-01,411.005615234375,413.01630845870875,410.00513009484246,411.6369841712036,4070420,,0
2020-01-02,412.4383850097656,417.26597588581717,411.3650369926037,411.85070999967877,8638440,0.34860102205016563,0
2020-01-03,407.3291320800781,411.34565769519617,405.34271625972417,409.90805479358744,11768500,-1.238791808761086,0
2020-01-06,388.2178955078125,408.3538804982184,386.9648507817357,404.46849623155003,28667350,-4.691841331031654,1
2020-01-07,389.281494140625,397.4747952838457,388.1692839983894,393.88080322454584,21490420,0.2739695014371435,0
2020-01-08,393.3902893066406,394.4004975000772,383.6816902667164,383.6816902667164,16305760,1.0554817600785693,0
2020-01-09,400.6025085449219,402.9142869987882,396.3091464157756,398.824928861583,14193880,1.833349585469679,0
2020-01-10,402.60833740234375,406.5957234516167,400.00027573256364,401.1756257496897,11066240,0.5007030197358153,0
2020-01-13,404.51702880859375,406.2411619244845,402.7200328899098,404.85697617329356,6451520,0.47408144067879743,0
2020-01-14,407.2853698730469,408.1984374933081,403.15231750339,405.051285908739,7034340,0.6843571141137428,0
2020-01-15,408.6695251464844,409.90798528715106,405.05611707623757,406.98908600446924,6169760,0.3398490041193858,0
2020-01-16,409.9322814941406,410.87448828095586,406.79968477838554,406.99396583173734,5787280,0.3089920510230382,0
2020-01-17,411.04937744140625,412.04503091672166,408.15964648428917,409.61666564645134,6711290,0.272507435421776,0
2020-01-20,403.36114501953125,413.10860557974314,400.6948050216906,410.78221296367013,8486390,-1.8703914526597032,0
2020-01-21,402.001220703125,406.615113966369,399.9079713662625,403.10370784235306,8979220,-0.3371480702089924,0
2020-01-22,402.3509216308594,406.6539770860904,400.5199250245939,406.6054216457157,7979010,0.08699001637924031,0
2020-01-23,400.75787353515625,404.45386716875817,396.7947953540318,400.48589787216855,11545220,-0.3959349935737655,0
2020-01-24,407.4310302734375,408.5140714147309,399.320286464791,400.19449180467177,8648920,1.665134281559122,0
2020-01-27,404.50244140625,408.7423569197647,403.4970948080003,405.4397866748112,7821550,-0.7187937711131243,0
2020-01-28,409.22802734375,412.72487861090724,403.12314427617946,403.12314427617946,10527640,1.168246579939436,0
2020-01-29,429.2378234863281,431.66618866744915,409.43209248353236,412.32668480782564,45814130,4.889644600458887,0
2020-01-30,423.9245300292969,435.64868342901707,422.0352549344124,433.6088508890182,35777740,-1.237843723527432,0
2020-01-31,424.0799560546875,429.3446645352513,420.9619436251221,424.47821148075786,17369270,0.036663607406706156,0
2020-02-03,423.44366455078125,425.14838131599754,412.8414159523682,412.8414159523682,10941810,-0.1500404569519942,0
2020-02-04,438.9754943847656,441.96239495517426,425.1726771193175,426.2217473162842,19583230,3.667980214194877,0
