Date,Close,High,Low,Open,Volume,Daily_Change_%,Crash_Signal
2020-01-01,745.0123291015625,756.2069178096431,743.5197172738185,751.1818034698108,4917748,,0
2020-01-02,753.2216796875,755.2615703326652,743.9176963658726,746.3058995382067,5156046,1.1019080175273643,0
2020-01-03,739.2907104492188,752.525190916109,736.8527654524016,749.4404838488126,8489729,-1.8495178264200995,0
2020-01-06,719.6876831054688,735.9571280391353,718.1453296681187,735.8079032942812,6356198,-2.6515993054800457,1
2020-01-07,722.1753540039062,734.3650172302898,717.4984914762653,724.4142717393644,9103360,0.3456597850477472,0
2020-01-08,720.9315185546875,722.1753617544023,705.6073460403888,711.727078876798,8973215,-0.17223454695908247,0
2020-01-09,739.191162109375,741.3305968504757,727.3995520774466,729.9369802284841,7559853,2.5327847492774502,0
2020-01-10,736.4049682617188,748.0970951717942,731.1808264508339,739.3404505690278,8550490,-0.37692466989263096,0
2020-01-13,733.7680053710938,743.071928220043,731.7280539339862,736.3551749351615,6423758,-0.35808597229449735,0
2020-01-14,744.2162475585938,747.6990083306579,730.583714675323,736.3551346649807,7237665,1.423916293844929,0
2020-01-15,742.6241455078125,745.3108590156565,734.3650386562812,743.3704514414063,7911661,-0.213930031224685,0
2020-01-16,733.6685180664062,746.7040322581036,731.4793417170451,742.8232168781209,6487613,-1.2059434770037458,0
2020-01-17,736.2556762695312,738.7931041990385,727.25020309699,731.2305012560695,7678864,0.3526331223729695,0
2020-01-20,723.6182861328125,742.5247041824992,721.4291097906785,739.2907116213687,10677371,-1.7164404355766716,0
2020-01-21,714.0655517578125,726.0064476784083,712.523198181643,722.772455033247,8242803,-1.3201344628881673,0
2020-01-22,709.0900268554688,719.1900567894205,703.1195801716409,713.4683787174189,13321307,-0.6967882556574101,0
2020-01-23,719.4389038085938,733.917226447877,715.8566597016994,721.4787945009789,20643257,1.4594588220367744,0
2020-01-24,733.7680053710938,738.0468138352971,716.8517378387995,719.836961520969,9541490,1.9917051311298284,0
2020-01-27,736.60400390625,744.7636281193933,727.3995634656789,728.8424338438108,9170435,0.38649798225012244,0
2020-01-28,733.5192260742188,742.823148787999,731.3797915059334,734.7630692570519,7836737,-0.41878374481709724,0
2020-01-29,731.6285400390625,741.8280538580361,729.9369012099855,736.3551440039528,7985274,-0.25775548451200114,0
2020-01-30,727.2999877929688,732.7728976291233,723.7176830958596,732.12607490013,6041343,-0.5916325032731318,0
2020-01-31,725.7078247070312,733.6186791725831,721.6280435283329,731.081251330489,8345819,-0.21891421870761096,0
2020-02-03,705.4580688476562,709.2890813241368,692.1240464442609,701.2290022830492,11594991,-2.7903455316262926,1
2020-02-04,711.4783325195312,717.0507259349619,706.5029595648492,708.9409044595501,9653925,0.8533836294067676,0
2020-02-05,720.4837646484375,722.0759204771462,711.6773785774441,715.9064457017865,7975101,1.2657352609763528,0
2020-02-06,733.3202514648438,741.33058998828,719.4389484047334,723.8670425992215,9627252,1.7816483099615477,0
2020-02-07,744.465087890625,745.5099040759734,730.3847579764214,733.071471549127,8438354,1.5197775328744667,0
2020-02-10,737.4497680664062,743.1217054817697,735.3601356823674,742.6241681775192,4713339,-0.942330263477642,0
2020-02-11,746.2561645507812,753.370911081845,738.3453097988871,739.3403843403951,7845657,1.1941689950578427,0
2020-02-12,751.5300903320312,756.9532590394273,747.3010232894478,748.2960978877027,6190440,0.7067178847929068,0
2020-02-13,744.1168212890625,749.7390174321865,738.6439106392927,747.4005555320168,5031706,-0.9864234497508284,0
2020-02-14,732.8724365234375,748.8433715675711,728.494084027719,744.4152774891922,6155000,-1.511104767951077,0
2020-02-17,734.7631225585938,739.4399246776892,726.6034985403824,733.7680479401421,4275465,0.25798296414656363,0
2020-02-18,730.0365600585938,734.1163419347989,721.1306295649339,734.1163419347989,5215502,-0.6432770446536784,0
2020-02-19,737.3999633789062,741.4300030515532,731.7280264489262,737.0019700102852,4372673,1.0086348716181526,0
2020-02-20,740.634033203125,750.2862692381085,733.9670210510517,739.0916796771951,7529403,0.4385774321712166,0
2020-02-24,721.8768310546875,734.7630583850737,719.4388863055016,734.3152626989735,6589087,-2.5325871223221497,1
2020-02-25,725.1605224609375,728.3945144993568,718.4935113425219,725.8073451624317,5419596,0.45488250418737053,0
2020-02-26,725.807373046875,732.1260719016543,718.4437973673046,721.7275311086429,7136975,0.08920102045024692,0
2020-02-27,732.2255859375,735.8078907710061,713.0206592008507,725.110839320321,8867328,0.8842859867463027,0
2020-02-28,693.8654174804688,721.1304823189372,687.5964604510475,715.3590625257323,16428944,-5.23884567730819,1
2020-03-02,680.8300170898438,709.7369205284278,671.9738293292205,705.8063639215326,13854352,-1.8786640841618185,0
