Date,Close,High,Low,Open,Volume,Daily_Change_%,Crash_Signal
2020-01-01,76.68421173095703,76.84110926630694,74.62491229382368,74.74258943547385,13620373,,0
2020-01-02,76.5273208618164,77.15491642169934,76.23313594188858,76.7038339418469,5673692,-0.2045934431602059,0
2020-01-03,75.70359802246094,76.40963961529471,75.0171613069506,76.19390616197988,7358268,-1.076377468960199,0
2020-01-06,75.74281311035156,76.0762236858999,73.74235497724496,75.31134623395381,7355290,0.05180082441920142,0
2020-01-07,75.19366455078125,76.29195783206193,74.97793112562452,75.76242404646081,14023712,-0.7250173805536386,0
2020-01-08,74.74259185791016,74.89948939834518,74.07577066083154,74.6445302301153,9451757,-0.5998812473974713,0
2020-01-09,75.6839828491211,75.86049590822455,74.97794125307495,75.29173633572127,7714854,1.2595107659640448,0
2020-01-10,75.37020111083984,75.97818118617948,74.91911328441746,75.97818118617948,4118638,-0.4145946427089986,0
2020-01-13,76.40963745117188,76.48808887934648,75.23289794965477,75.46824691399493,27682638,1.379107823798198,0
2020-01-14,76.58615112304688,77.01761802094111,76.19390461937307,76.40963806832018,5994314,0.23100969689562323,0
2020-01-15,76.19389343261719,76.80187329597477,75.66435966636674,76.64497578157761,7114590,-0.5121783568931004,0
2020-01-16,77.05683898925781,77.547147088651,76.13505869836193,76.13505869836193,8552344,1.1325652460636881,0
2020-01-17,77.42948150634766,77.60598924422898,75.95855708975097,76.86072193719008,4698386,0.4835943466897197,0
2020-01-20,80.27326965332031,82.76403609200915,79.72412559538654,80.175208024397,49337827,3.672745951087797,0
2020-01-21,78.68467712402344,80.1359915271117,78.05708688286747,79.88103232661902,17283910,-1.9789807194320108,0
2020-01-22,78.46896362304688,79.371128814552,75.72323699823986,78.64547674843023,56787054,-0.274149311989369,0
2020-01-23,79.21421813964844,81.35196421562068,76.05663517036808,77.17453903284728,226059260,0.9497443093318347,0
2020-01-24,77.25296783447266,77.7236657721172,76.19390545504805,77.05684458048472,16151679,-2.4758816677559747,1
2020-01-27,75.70359802246094,77.05684529542296,75.4290233362568,77.03723509791571,8213919,-2.0055796630771505,1
2020-01-28,74.70337677001953,75.70360870792994,74.17384284055925,75.70360870792994,9174575,-1.3212334401129011,0
2020-01-29,75.46824645996094,76.01739049332842,74.23266573465459,74.70336366050306,17600091,1.0238756573161645,0
2020-01-30,76.25275421142578,76.58616486340262,75.07601448928499,75.46826106333192,26386034,1.0395203125344255,0
2020-01-31,73.29129028320312,76.68422744642605,72.60485877021104,76.60577600258165,63986362,-3.8837468349161686,1
2020-02-03,73.4874038696289,74.13460957524417,69.60416431575327,70.95741164200628,16329297,0.2675810258872202,0
2020-02-04,76.23312377929688,76.60576007982709,73.74235745725962,73.87964479535937,14207381,3.7363136606908043,0
2020-02-05,74.27190399169922,76.76267073960801,73.74237006573681,76.13507517254827,14550344,-2.572660925289638,1
2020-02-06,75.66437530517578,75.99778591729556,73.99732756476094,74.50724592199069,9175642,1.8748291596674127,0
2020-02-07,74.68375396728516,75.62514450514658,73.95809687678526,75.62514450514658,18058457,-1.296014582735272,0
2020-02-10,73.19322204589844,74.95833149174995,72.46756487634487,74.80143393837777,30471811,-1.9957913765819013,0
2020-02-11,74.33073425292969,74.99755548969485,73.78159016863233,73.93848771840527,32456571,1.5541223288652706,0
2020-02-12,74.27190399169922,75.27213592300258,73.95810886826162,74.54647871484552,16386952,-0.07914661656681643,0
2020-02-13,74.74259185791016,74.9779408286546,73.62468823701191,74.05616046334609,18581113,0.6337360979241202,0
