Date,Close,High,Low,Open,Volume,Daily_Change_%,Crash_Signal
2020-01-01,3942.765625,3949.5065914393354,3923.3670241389914,3937.915974784748,163949,,0
2020-01-02,4117.15869140625,4128.3128864518885,3945.8206509249326,3947.5180284318776,1458328,4.4231152189334155,0
2020-01-03,4092.3291015625,4129.962198478357,4059.981839318283,4109.59366720357,635983,-0.6030758516929802,0
2020-01-06,4032.095947265625,4073.4633655023094,4006.780680490515,4064.9764783189903,462841,-1.4718550928339846,0
2020-01-07,4114.5400390625,4126.082111037969,4038.8367204025017,4073.2692344932043,524372,2.0446956837122165,0
2020-01-08,4189.07861328125,4201.736008076688,4057.992218360961,4097.80812189487,1032268,1.8115894732120275,0
2020-01-09,4256.052734375,4267.691894086144,4201.348778452348,4206.586305602638,698429,1.598779284814844,0
2020-01-10,4310.951171875,4329.8160270873295,4235.587417953928,4256.150124343327,735887,1.2898909136298986,0
2020-01-13,4334.32666015625,4356.925841175241,4316.237085609929,4323.511561079389,403937,0.5422350509036944,0
2020-01-14,4348.48681640625,4367.5463190700475,4289.709439490471,4330.737287511662,438651,0.32669794780741945,0
2020-01-15,4370.9892578125,4389.175444117612,4277.391018962194,4317.206453406743,416924,0.5174775124383801,0
2020-01-16,4337.86669921875,4417.934234398649,4299.942340021527,4384.083770799595,467980,-0.7577817432186107,0
2020-01-17,4351.83349609375,4386.411406419042,4278.652087000809,4306.489267879033,360682,0.32197386050418775,0
2020-01-20,4333.3076171875,4373.85097485461,4318.128307591456,4364.684947026404,204026,-0.4257028427875009,0
2020-01-21,4348.72900390625,4384.083138121017,4306.488746295867,4321.037694763083,283173,0.3558802670178052,0
2020-01-22,4342.32861328125,4403.482514712404,4328.797899374771,4369.534962286207,359444,-0.1471784197003556,0
2020-01-23,4390.291015625,4403.482158219568,4312.357046144714,4335.58705886376,401079,1.104531844896628,0
2020-01-24,4503.14208984375,4538.981189459208,4318.758319225201,4417.060810327594,2127667,2.570469105968476,0
2020-01-27,4536.31396484375,4611.143964046873,4483.016125876635,4485.8288279472745,1058884,0.7366384257519787,0
2020-01-28,4470.45556640625,4573.9955913433905,4446.643974935097,4529.572987882408,711517,-1.4518042390341601,0
2020-01-29,4430.83349609375,4513.568318487797,4422.394917405202,4485.925319223393,595287,-0.8863094537891025,0
2020-01-30,4351.10546875,4450.523282068519,4329.912406020435,4431.609649290849,422335,-1.7993911848422806,0
2020-01-31,4283.30810546875,4371.765440154313,4272.5417874027835,4366.915789998351,451630,-1.5581640980246614,0
2020-02-03,4239.224609375,4254.937665368939,4108.769019771454,4136.751595978635,537373,-1.029192740943996,0
2020-02-04,4339.70947265625,4363.569846311521,4247.371943596322,4262.794210079923,387466,2.3703595006272726,0
2020-02-05,4337.3330078125,4392.425318807401,4265.364482267303,4342.37683351157,521783,-0.05476092025800128,0
2020-02-06,4330.64013671875,4383.161748763434,4308.428835595353,4345.286173675638,385744,-0.15430844442182456,0
2020-02-07,4337.3330078125,4410.271937006278,4315.849151926405,4341.794780761884,547874,0.15454692337519838,0
2020-02-10,4281.02880859375,4357.507888656472,4258.720417181084,4352.076185592785,271700,-1.2981294984114378,0
2020-02-11,4332.14404296875,4383.5986400890315,4299.699694991631,4313.9578554476375,296451,1.1939941696349043,0
2020-02-12,4319.82568359375,4357.604646061767,4306.44083920023,4357.604646061767,323821,-0.28434787146547347,0
2020-02-13,4316.67333984375,4338.642158987067,4282.2408258420755,4306.440768079883,186493,-0.07297386470875855,0
2020-02-14,4301.0087890625,4402.46355231949,4260.950399639586,4334.6167657081405,665316,-0.3628847852966577,0
2020-02-17,4316.04296875,4330.73731306565,4268.758882745084,4310.271695993029,354909,0.34955008057020454,0
2020-02-18,4341.11572265625,4353.239847187655,4238.691023895216,4300.281576514754,510062,0.5809199326278103,0
2020-02-19,4338.59423828125,4393.783163875986,4321.038409507179,4358.865681778959,384898,-0.058083786199025766,0
2020-02-20,4294.94677734375,4372.444083301897,4287.090250264948,4316.188147891181,414088,-1.006027725579406,0
